symbol_index,cur_rms,est_rms,gain_sym
1.530000000000000000e+02,2.619484227723142822e-01,2.649396471994928115e-01,3.774444521876431313e+00
1.540000000000000000e+02,2.666948799618903410e-01,2.654662170282120481e-01,3.766957661108819799e+00
1.550000000000000000e+02,2.622229605650250872e-01,2.644932400892559543e-01,3.780814963976167231e+00
1.560000000000000000e+02,2.640010275221327252e-01,2.643455763191189800e-01,3.782926931952121041e+00
1.570000000000000000e+02,2.633408783888173121e-01,2.640441669400284685e-01,3.787245185488709698e+00
1.580000000000000000e+02,2.834982481605401450e-01,2.698803913061819659e-01,3.705345153681395498e+00
1.590000000000000000e+02,2.548231490024316370e-01,2.653632186150568506e-01,3.768419772789338040e+00
1.600000000000000000e+02,2.665704793231969405e-01,2.657253968274988498e-01,3.763283494686699981e+00
1.610000000000000000e+02,2.669684503594029756e-01,2.660983128870700876e-01,3.758009545984576150e+00
1.620000000000000000e+02,2.616131639319847491e-01,2.647527682005444971e-01,3.777108759982904740e+00
1.630000000000000000e+02,2.630446895406619578e-01,2.642403446025797242e-01,3.784433453960297289e+00
1.640000000000000000e+02,4.799849546833940273e-01,3.289637276268240207e-01,3.039848822282311236e+00
1.650000000000000000e+02,4.799849546833940273e-01,3.742700957437949949e-01,2.671867219347777489e+00
1.660000000000000000e+02,5.174940565091721290e-01,4.172372839734080907e-01,2.396717739308583006e+00
1.670000000000000000e+02,5.174940565091721290e-01,4.473143157341372689e-01,2.235564489723045778e+00
1.680000000000000000e+02,2.677087498292516909e-01,3.934326459626715788e-01,2.541731120337377359e+00
1.690000000000000000e+02,2.620597362421541177e-01,3.540207730465163016e-01,2.824693001471429987e+00
1.700000000000000000e+02,2.616948775193626564e-01,3.263230043883701970e-01,3.064448373397112846e+00
1.710000000000000000e+02,2.727372057451372678e-01,3.102472647954003238e-01,3.223235507521630794e+00
1.720000000000000000e+02,2.540327833630334764e-01,2.933829203656902473e-01,3.408514710922978974e+00
1.730000000000000000e+02,2.657368745671746524e-01,2.850891066261355133e-01,3.507675238224360559e+00
1.740000000000000000e+02,2.565145010010039250e-01,2.765167249385960258e-01,3.616417778064102251e+00
1.750000000000000000e+02,2.620756461550612371e-01,2.721844013035355503e-01,3.673979828420867122e+00
1.760000000000000000e+02,2.675108395450717658e-01,2.707823327759963927e-01,3.693003120802737183e+00
1.770000000000000000e+02,2.601649976075842696e-01,2.675971322254727669e-01,3.736960824966603756e+00
1.780000000000000000e+02,2.834982481605401450e-01,2.723674670059929581e-01,3.671510445034159797e+00
1.790000000000000000e+02,2.704590558366147812e-01,2.717949436551794773e-01,3.679244310257216988e+00
1.800000000000000000e+02,2.678647608126143442e-01,2.706158888024099429e-01,3.695274525178192881e+00
1.810000000000000000e+02,2.633467753682457446e-01,2.684351547721606779e-01,3.725294478842640977e+00
1.820000000000000000e+02,2.585976312382132214e-01,2.654838977119764465e-01,3.766706789444911330e+00
1.830000000000000000e+02,2.626228116295191706e-01,2.646255718872392304e-01,3.778924284861307381e+00
1.840000000000000000e+02,2.600723904022109179e-01,2.632596174417307644e-01,3.798531691710512970e+00
1.850000000000000000e+02,2.619108844873764275e-01,2.628549975554244078e-01,3.804378875425963979e+00
1.860000000000000000e+02,2.612814653911181284e-01,2.623829379061325406e-01,3.811223427789157014e+00
1.870000000000000000e+02,2.593217025212929960e-01,2.614645672906806828e-01,3.824610004950535824e+00
1.880000000000000000e+02,2.681220938601289738e-01,2.634618252615151812e-01,3.795616306109580229e+00
1.890000000000000000e+02,2.834982481605401450e-01,2.694727521312226259e-01,3.710950335761737051e+00
1.900000000000000000e+02,2.631712302181850038e-01,2.675822955573113338e-01,3.737168028689020538e+00
1.910000000000000000e+02,2.652365046246994984e-01,2.668785582775277665e-01,3.747022640013279560e+00
1.920000000000000000e+02,2.616007280660374579e-01,2.652952092140806739e-01,3.769385821034737738e+00
1.930000000000000000e+02,2.654540885815845352e-01,2.653428730243317935e-01,3.768708722424591429e+00
1.940000000000000000e+02,2.660702663883247054e-01,2.655610910335296504e-01,3.765611882780449893e+00
1.950000000000000000e+02,2.672583716492418215e-01,2.660702752182432795e-01,3.758405553494291063e+00
1.960000000000000000e+02,2.652365998236679290e-01,2.658201725998706744e-01,3.761941730078037338e+00
1.970000000000000000e+02,2.684489082590362785e-01,2.666087932976203279e-01,3.750814020915212321e+00
1.980000000000000000e+02,2.624807366186952540e-01,2.653703762939427779e-01,3.768318129421989848e+00
1.990000000000000000e+02,2.582074702512022202e-01,2.632215044811205829e-01,3.799081697262027824e+00
2.000000000000000000e+02,2.834982481605401450e-01,2.693045275849464404e-01,3.713268428747715788e+00
2.010000000000000000e+02,2.594827065287212409e-01,2.663579812680788583e-01,3.754345919124305375e+00
2.020000000000000000e+02,2.558953580037837128e-01,2.632191942887903147e-01,3.799115040610801408e+00
2.030000000000000000e+02,2.636108395785135006e-01,2.633366878757072427e-01,3.797419979976325077e+00
2.040000000000000000e+02,2.575948221720419928e-01,2.616141281646076622e-01,3.822423532764254173e+00
2.050000000000000000e+02,2.643916370736937305e-01,2.624473808373334327e-01,3.810287596734700966e+00
2.060000000000000000e+02,2.606862682456288494e-01,2.619190470598220521e-01,3.817973573230056150e+00
2.070000000000000000e+02,2.613290757734107461e-01,2.617420556738986326e-01,3.820555307496661168e+00
2.080000000000000000e+02,2.601238404207200650e-01,2.612565910979450789e-01,3.827654627955778821e+00
2.090000000000000000e+02,2.569007402927760975e-01,2.599498358563943623e-01,3.846896062486594214e+00
